cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
7.450882630724311,6.56972959058766,13.635328846482723,104.0,44.0,91.0,144.0,126.0,45.0,12.0,,,68.0,80.0,281.0,107.0,91.0,444.0,56.0,140.0,152.0,95.0,61.0,314.0,81.0,168.0,234.0,,,,,,,,,,,,,,,0.1,32.0,0.0730726950397668,0.0,1.7763568394002505e-15,arz,True,False,False,False,False,False,False
3.9775342534253526,3.121508108876057,20.525400181925345,126.2,8.4,26.6,26.0,28.6,17.8,2.2,12.2,29.6,58.0,50.0,41.4,91.2,49.8,93.0,33.0,47.6,36.8,84.2,58.0,36.2,57.0,53.8,59.4,53.6,69.8,60.0,78.0,68.6,52.0,79.2,84.0,55.2,9.2,92.2,90.8,170.6,224.0,0.1399999999999999,25.6,0.0480747678392561,0.4403235791086289,0.2947424950777951,ewe,False,True,True,True,True,True,True
7.242165340213671,8.83270115905632,41.04481927974022,132.4,50.2,101.0,165.4,154.8,88.8,9.6,,,82.8,71.2,358.0,163.6,95.4,601.4,87.4,249.2,221.4,125.2,74.4,461.8,108.6,245.6,293.4,,,,,,,,,,,,,,,0.1399999999999999,57.6,0.1099436744353586,0.0720695915237016,0.6255915516993212,ewe,True,False,False,False,False,False,False
4.011520225498815,3.093153440550217,3.463098441558053,128.0,12.4,21.8,25.0,25.2,18.4,0.2,10.4,34.2,55.2,57.6,43.4,88.8,43.0,81.2,34.0,61.2,28.4,76.2,53.2,34.4,58.4,45.8,41.4,66.4,60.2,47.8,80.2,72.6,62.8,89.6,87.4,72.0,4.8,89.4,87.4,167.4,219.8,0.1399999999999999,25.6,0.0653267857723768,0.3867507684329825,0.1683656094956171,kan,False,True,True,True,True,True,True
7.43791165045064,7.033619545323752,12.366347278003538,118.2,47.0,81.6,142.2,132.4,72.6,15.0,,,76.8,61.6,271.8,178.2,105.4,525.4,80.4,242.2,216.0,100.6,72.6,391.4,111.6,254.6,282.2,,,,,,,,,,,,,,,0.18,51.2,0.0297767703459643,1.1891776179393754,0.8562887149805487,kan,True,False,False,False,False,False,False
4.011704305230674,2.11083916136685,5.596845703952789,154.4,12.6,29.6,26.0,31.8,29.4,4.4,18.6,41.6,57.6,59.0,65.4,134.4,68.0,98.2,46.6,59.4,42.8,91.2,64.2,43.4,84.4,58.0,63.0,96.4,57.6,44.4,104.4,77.6,62.8,106.6,115.4,85.4,7.8,114.0,105.6,212.2,289.6,0.1,32.0,0.0465273342617807,0.0718143389404096,0.1039528809401539,som,False,True,True,True,True,True,True
7.413128720311853,9.375812101184092,11.586574130512483,119.8,42.0,77.0,122.0,123.0,71.8,13.0,,,74.0,53.6,239.8,157.8,93.4,459.6,67.8,241.8,210.2,89.6,70.2,344.4,105.0,234.6,265.6,,,,,,,,,,,,,,,0.2199999999999999,48.0,0.0954520230535695,0.8578269253534933,1.0483781165015178,som,True,False,False,False,False,False,False
3.9943634167369337,3.4096411349262845,3.696624296176382,144.0,9.8,30.0,32.6,38.0,25.4,1.0,7.8,40.8,52.8,56.6,46.4,108.8,52.0,93.2,51.0,62.6,52.4,78.0,70.0,38.6,74.0,57.2,45.2,70.8,67.6,51.8,84.2,70.4,64.2,103.0,96.4,82.2,6.4,111.6,99.8,188.2,263.6,0.1399999999999999,28.8,0.0546899822119705,0.2129218788022991,0.3990097786012244,bel,False,True,True,True,True,True,True
7.342504738844414,11.981009989076998,12.916489158169984,103.2,34.6,67.2,98.4,107.6,58.4,13.0,,,58.0,51.2,238.4,140.8,90.4,392.8,63.2,194.0,176.6,79.6,64.8,301.6,92.2,208.8,229.0,,,,,,,,,,,,,,,0.22,35.2,0.0479450628600667,0.3724545658130342,1.4778208747057175,bel,True,False,False,False,False,False,False
3.9864950029016137,2.1245795541491423,2.042609482666023,156.0,8.0,30.0,29.0,30.0,32.0,1.0,12.0,46.0,77.0,52.0,44.0,127.0,53.0,99.0,38.0,46.0,45.0,96.0,67.0,46.0,77.0,62.0,74.0,64.0,62.0,46.0,101.0,79.0,78.0,109.0,116.0,83.0,10.0,124.0,113.0,205.0,317.0,0.1,32.0,0.0397532240033618,0.0,0.0,tuk,False,True,True,True,True,True,True
7.511381084816136,9.61360301970217,10.410556388890043,92.0,55.0,80.0,137.0,124.0,55.0,9.0,,,56.0,60.0,290.0,130.0,91.0,413.0,63.0,161.0,151.0,98.0,49.0,320.0,73.0,152.0,188.0,,,,,,,,,,,,,,,0.1,32.0,0.0408311235944802,0.0,0.0,tuk,True,False,False,False,False,False,False
4.039018453678276,4.036009164256553,6.452350303117171,124.0,9.6,24.2,29.2,29.4,21.8,1.8,7.8,30.8,56.8,57.0,45.4,90.8,55.4,71.6,45.0,49.6,45.4,75.0,56.4,31.4,77.2,51.0,40.2,70.6,64.2,29.2,84.2,65.4,54.2,88.4,88.2,74.2,2.8,90.4,76.0,166.2,235.0,0.1,25.6,0.059449854321722,0.0236052058926603,0.0093708462516029,tam,False,True,True,True,True,True,True
7.6061947674713535,10.63083485418809,10.866471774186351,80.0,46.0,66.0,122.0,132.0,73.0,11.0,,,69.0,53.0,270.0,119.0,81.0,438.0,59.0,176.0,176.0,87.0,53.0,321.0,105.0,132.0,202.0,,,,,,,,,,,,,,,0.1,32.0,0.0471457530897098,0.0,0.0,tam,True,False,False,False,False,False,False
3.980716700448057,1.0583565592652735,2.847836257724756,164.0,7.0,28.0,28.0,44.0,23.0,1.0,14.0,46.0,71.0,59.0,63.0,118.0,52.0,92.0,63.0,64.0,46.0,101.0,61.0,56.0,99.0,47.0,72.0,64.0,71.0,61.0,103.0,76.0,75.0,119.0,102.0,98.0,9.0,127.0,90.0,192.0,297.0,0.1,32.0,0.049379512421065,0.0,0.0,cym,False,True,True,True,True,True,True
7.5161466010755476,11.580892084605251,11.31734918543033,102.0,43.0,76.0,143.0,121.0,55.0,16.0,,,52.0,59.0,265.0,123.0,88.0,449.0,57.0,148.0,144.0,105.0,56.0,307.0,82.0,155.0,211.0,,,,,,,,,,,,,,,0.1,32.0,0.0469958741398113,0.0,0.0,cym,True,False,False,False,False,False,False
3.995209322684611,4.74961126263113,3.1984395810454216,149.0,17.6,33.6,30.4,43.6,31.0,1.4,24.4,45.4,67.4,62.4,54.6,117.6,57.8,96.0,51.2,59.2,48.0,89.2,73.4,38.6,94.4,61.4,55.6,74.0,63.8,39.4,94.0,63.6,70.6,98.0,99.4,76.0,8.6,119.2,89.0,199.0,284.8,0.1,32.0,0.0599304579541575,0.0976900172453622,0.0741066794287715,bak,False,True,True,True,True,True,True
7.451212317305712,8.772360841372953,16.945520477995224,92.0,40.0,80.0,131.0,132.0,57.0,19.0,,,55.0,66.0,272.0,112.0,81.0,417.0,54.0,148.0,154.0,96.0,65.0,327.0,83.0,176.0,226.0,,,,,,,,,,,,,,,0.1,32.0,0.0684696036367746,0.0,0.0,bak,True,False,False,False,False,False,False
3.99121059229022,4.001979610695895,4.48216088071988,140.4,10.8,25.6,19.0,28.6,27.6,2.6,14.4,37.8,55.0,52.2,39.4,89.0,57.4,84.4,53.4,46.0,37.0,84.4,56.2,32.6,66.6,42.0,40.8,58.2,57.8,44.8,86.6,54.0,43.6,91.2,83.2,66.6,7.0,102.8,75.6,160.4,248.2,0.1,25.6,0.0316543944126317,0.1676016546081629,0.1110939349550736,ceb,False,True,True,True,True,True,True
7.467994844389698,12.56436591673217,8.35928415969489,90.0,35.0,78.0,124.0,126.0,63.0,12.0,,,57.0,56.0,271.0,116.0,78.0,470.0,61.0,179.0,151.0,71.0,62.0,343.0,88.0,140.0,196.0,,,,,,,,,,,,,,,0.1,32.0,0.1145455064154397,0.0,0.0,ceb,True,False,False,False,False,False,False
4.004549908315192,2.090596602197137,3.493822578134157,137.0,9.8,32.4,22.6,32.4,21.0,0.6,11.4,32.6,62.6,54.2,43.8,90.6,46.2,90.0,43.8,46.0,30.8,84.0,66.8,37.2,53.0,37.0,46.2,67.4,49.6,44.2,87.0,64.8,48.6,97.6,87.6,70.2,4.6,96.2,84.4,154.4,236.6,0.1,25.6,0.0292156373156941,0.3573404669661507,0.263328941034773,ssw,False,True,True,True,True,True,True
7.431983499369442,2.600072943544858,21.620186445695623,82.0,40.0,87.0,128.0,139.0,65.0,15.0,,,51.0,59.0,255.0,127.0,74.0,441.0,53.0,152.0,152.0,86.0,66.0,338.0,79.0,150.0,206.0,,,,,,,,,,,,,,,0.1,32.0,0.0840220096130474,0.0,0.0,ssw,True,False,False,False,False,False,False
3.956835770902212,5.123294734375898,13.280576586864058,141.6,11.8,27.8,28.4,33.0,23.0,5.2,16.6,36.8,64.6,48.2,48.8,113.8,58.8,90.0,45.2,50.0,42.6,97.4,69.4,42.0,70.4,58.0,57.6,71.4,64.0,47.8,100.8,70.6,58.8,99.8,90.6,74.0,7.0,104.8,84.6,180.8,272.2,0.1,28.8,0.0565797453705331,0.2017130283934115,0.2014200098682573,kin,False,True,True,True,True,True,True
7.496029499228177,12.548077452458427,13.550923756516088,113.0,44.0,81.0,147.0,136.0,64.0,15.0,,,48.0,72.0,265.0,120.0,98.0,459.0,63.0,170.0,165.0,65.0,71.0,320.0,99.0,140.0,215.0,,,,,,,,,,,,,,,0.1,32.0,0.0601659332935528,0.0,0.0,kin,True,False,False,False,False,False,False
3.996826854520621,5.085708543517207,9.650553136730904,137.2,13.4,19.6,25.8,32.6,24.4,0.6,16.8,27.6,66.4,42.0,37.2,75.2,51.6,72.8,37.2,45.4,37.6,89.2,50.6,33.2,73.0,50.4,46.8,58.6,58.0,48.0,81.0,48.8,44.2,110.2,91.4,83.4,7.6,97.2,68.4,163.0,232.8,0.1,25.6,0.0436099925104902,0.3606438741741979,0.1253624250411971,vie,False,True,True,True,True,True,True
7.455367764974659,15.226271545990306,18.03824612456986,102.0,39.0,89.0,136.0,111.0,76.0,13.0,,,69.0,54.0,262.0,102.0,88.0,493.0,65.0,133.0,161.0,82.0,59.0,273.0,87.0,161.0,210.0,,,,,,,,,,,,,,,0.1,32.0,0.0497454827657762,0.0,0.0,vie,True,False,False,False,False,False,False
4.010236092352227,4.010198199050012,2.020823951664572,155.6,13.4,31.8,28.2,31.0,27.8,4.2,19.6,38.4,64.2,51.8,38.4,92.6,54.8,91.4,48.8,57.8,40.2,95.0,68.4,41.6,72.0,54.4,54.2,63.2,64.4,45.0,82.8,78.0,55.4,93.0,104.8,78.4,7.4,108.6,82.4,177.8,273.4,0.1,28.8,0.077067263761716,0.6340373628186616,0.079984987269347,kir,False,True,True,True,True,True,True
7.484825735146288,8.973909176951292,7.839899214943411,94.0,36.0,75.0,123.0,124.0,58.0,8.0,,,59.0,66.0,250.0,110.0,90.0,484.0,54.0,143.0,145.0,82.0,58.0,327.0,89.0,173.0,219.0,,,,,,,,,,,,,,,0.1,32.0,0.0565245281212593,0.0,0.0,kir,True,False,False,False,False,False,False
3.9644926722182654,4.116678438992472,5.66995338950655,135.4,12.6,22.6,33.2,43.6,26.8,3.8,8.2,40.8,56.8,56.4,56.6,105.8,49.0,93.4,45.0,55.2,37.0,91.0,57.8,34.8,88.6,56.0,50.6,62.4,63.2,50.4,85.6,73.8,54.6,114.0,110.2,97.0,5.6,119.0,100.4,180.4,249.6,0.1399999999999999,28.8,0.0417627426627106,0.2495343884334452,0.4052659318557498,ind,False,True,True,True,True,True,True
7.363063341706619,13.433820742834389,15.697474216563023,145.0,51.4,95.2,142.6,118.0,87.6,16.2,,,83.6,59.6,300.6,179.4,121.4,526.0,94.8,281.6,232.2,98.4,77.0,403.4,142.8,256.6,308.8,,,,,,,,,,,,,,,0.18,57.6,0.0354249234270258,0.576193076577198,0.4843868795355964,ind,True,False,False,False,False,False,False
3.998095592640469,2.6318329939046934,3.771351564805985,153.0,11.0,32.0,43.0,42.0,26.0,0.0,18.0,49.0,62.0,56.0,55.0,114.0,62.0,97.0,64.0,65.0,43.0,92.0,59.0,42.0,86.0,69.0,63.0,71.0,83.0,54.0,90.0,80.0,73.0,119.0,116.0,75.0,7.0,117.0,118.0,192.0,311.0,0.1,32.0,0.048524275970487,4.9764753152310825e-06,1.9083290756024443e-06,sin,False,True,True,True,True,True,True
7.522289423497268,4.9847531136703775,13.341547222785456,107.0,38.0,76.0,129.0,129.0,54.0,17.0,,,49.0,67.0,256.0,113.0,92.0,438.0,60.0,158.0,194.0,99.0,70.0,347.0,73.0,115.0,200.0,,,,,,,,,,,,,,,0.1,32.0,0.0635675188197658,0.0,0.0,sin,True,False,False,False,False,False,False
3.9993741763946753,3.0655834235098647,2.799018317982802,139.0,12.8,26.2,28.4,34.0,24.4,2.2,21.6,35.2,64.6,57.6,49.2,105.8,54.6,92.4,51.4,60.4,38.2,77.8,62.6,38.0,75.8,58.2,55.8,67.2,76.0,48.2,85.2,76.8,58.8,90.0,98.6,77.6,5.6,108.6,90.4,165.0,259.6,0.1399999999999999,28.8,0.036868927457428,0.2584455819336604,1.3114554577266386,yor,False,True,True,True,True,True,True
7.332664372758581,13.66319346948048,16.97756586210762,111.4,33.6,82.0,122.8,125.0,68.2,13.4,,,72.2,52.6,247.2,162.2,80.8,449.4,75.2,231.2,196.4,72.0,69.8,348.0,105.8,238.2,286.6,,,,,,,,,,,,,,,0.2199999999999999,48.0,0.0338690217921348,2.7048156083211823,0.969948590081209,yor,True,False,False,False,False,False,False
3.993224688540343,1.691821520370097,2.4952381548638227,167.0,8.0,29.0,37.0,36.0,28.0,2.0,17.0,42.0,65.0,63.0,55.0,107.0,47.0,112.0,54.0,47.0,49.0,84.0,76.0,37.0,86.0,59.0,68.0,82.0,61.0,46.0,101.0,79.0,72.0,106.0,111.0,93.0,7.0,132.0,107.0,202.0,291.0,0.1,32.0,0.0421495679969759,0.0,0.0,mri,False,True,True,True,True,True,True
7.426836068806932,14.454414743526575,11.775368721764718,98.0,47.0,90.0,130.0,123.0,63.0,12.0,,,67.0,56.0,267.0,125.0,93.0,471.0,52.0,161.0,164.0,75.0,70.0,346.0,79.0,167.0,197.0,,,,,,,,,,,,,,,0.1,32.0,0.0667908839719718,0.0,0.0,mri,True,False,False,False,False,False,False
4.038132906097011,4.125829800197623,18.05362348570018,169.4,12.0,30.8,32.2,28.0,20.0,0.8,14.4,38.0,51.2,37.2,45.6,100.4,42.8,101.4,43.2,63.8,40.2,79.2,42.8,33.4,91.4,57.2,54.6,60.8,59.0,54.6,105.0,54.0,57.0,110.8,113.6,77.8,7.8,115.6,94.8,186.4,277.4,0.1,28.8,0.0546133591566148,0.0115288449328843,0.2599308503568991,rus,False,True,True,True,True,True,True
7.589822040335645,8.862532452485526,18.955644488767252,101.0,45.0,85.0,129.0,117.0,65.0,14.0,,,51.0,57.0,250.0,131.0,68.0,479.0,58.0,126.0,142.0,79.0,66.0,302.0,71.0,134.0,218.0,,,,,,,,,,,,,,,0.1,32.0,0.0653308523653013,0.0,0.0,rus,True,False,False,False,False,False,False
