cv_rmse,test_source_rmse,test_target_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
1.9234632363200508,7.293959881968332,5.83155220673821,0.01,0.1,0.1,0.01,0.01,0.01,0.037065501359019,0.0998964864166633,0.2574580033572679,mak,False,True,False,False,True,False,False
1.891692606392456,7.987976100306092,8.502021918405005,0.01,0.1,0.1,0.064,0.01,0.01,0.028890721844194,1.7679677769232345,1.727473471273578,mak,False,False,True,False,True,False,False
1.8464165709562843,6.516471827743459,5.249649216781253,0.01,0.1,0.1,0.01,0.01,0.01,0.0600419834575667,0.067658860885634,0.2632902292346666,mak,False,True,True,False,True,False,False
1.9488137986081655,11.122738382212988,10.784772933375631,0.001,0.1,0.1,0.01,0.01,0.01,0.0694790379606907,0.1149995478083648,0.9681679564614104,mak,False,True,False,False,False,True,False
1.813801399115185,8.85418367795235,9.299020543632963,0.01,0.1,0.1,0.01,0.01,0.01,0.0529516477838787,0.0932972545160802,0.1000339353531032,mak,False,False,True,False,False,True,False
1.8581816394818744,8.713410716418934,5.742653329607256,0.01,0.1,0.1,0.01,0.01,0.01,0.0397399502463236,0.0850570722784788,0.198209059693635,mak,False,True,True,False,False,True,False
1.96211686407198,7.251509252020211,5.967458181753864,0.01,0.1,0.1,0.01,0.01,0.01,0.0334101481589352,0.1044376582058698,0.3162927336519672,mak,False,True,False,False,True,True,False
1.9138647159433817,7.946334732748577,8.483824594229928,0.01,0.1,0.1,0.064,0.01,0.01,0.020501757265652,1.7168257415369166,1.6878384840599576,mak,False,False,True,False,True,True,False
1.8893395922841747,7.045582816430938,5.919771135543912,0.01,0.1,0.1,0.028,0.01,0.01,0.0510341179007598,1.0688360486465809,1.089522990976675,mak,False,True,True,False,True,True,False
1.680093505778261,9.177237386950916,5.851455892169612,0.01,0.1,0.1,0.01,0.01,0.01,0.0200637643167618,0.1058293285780815,0.2600804422758226,mak,False,True,False,False,False,False,True
1.5448180478415876,6.807205986019954,6.115545298277153,0.01,0.1,0.1,0.01,0.01,0.01,0.0349505583554492,0.1115581185442685,0.0666004347367345,mak,False,False,True,False,False,False,True
1.5702108750626844,6.744295143714885,4.141673567358126,0.01,0.1,0.1,0.01,0.01,0.01,0.0262360611782791,0.1018535300803813,0.3167573596974257,mak,False,True,True,False,False,False,True
